YYYYMM,NUM_POST,TYPE,VALEUR
201403,6088001,IN,241.5
201404,6088001,IN,217.3
201405,6088001,IN,290.4
201406,6088001,IN,317.2
201407,6088001,IN,320.5
201408,6088001,IN,332.1
201409,6088001,IN,248.5
201410,6088001,IN,222.7
201411,6088001,IN,109.0
201412,6088001,IN,141.2
193101,13054001,IN,164.6
193102,13054001,IN,160.9
193103,13054001,IN,120.9
193104,13054001,IN,256.6
193105,13054001,IN,289.7
193106,13054001,IN,303.0
193107,13054001,IN,357.0
193108,13054001,IN,315.2
193109,13054001,IN,266.4
193110,13054001,IN,193.1
193111,13054001,IN,104.6
193112,13054001,IN,177.2
193201,13054001,IN,178.2
193202,13054001,IN,180.9
193203,13054001,IN,152.4
193204,13054001,IN,210.5
193205,13054001,IN,267.2
193206,13054001,IN,291.2
193207,13054001,IN,303.8
193208,13054001,IN,323.4
193209,13054001,IN,236.4
193210,13054001,IN,201.1
193211,13054001,IN,130.5
193212,13054001,IN,85.0
193301,13054001,IN,131.4
193302,13054001,IN,108.4
193303,13054001,IN,195.9
193304,13054001,IN,234.2
193305,13054001,IN,293.1
193306,13054001,IN,249.8
193307,13054001,IN,380.1
193308,13054001,IN,325.6
193309,13054001,IN,200.2
193310,13054001,IN,182.1
193311,13054001,IN,112.5
193312,13054001,IN,110.9
193401,13054001,IN,155.9
193402,13054001,IN,143.7
193403,13054001,IN,151.3
193404,13054001,IN,137.2
193405,13054001,IN,260.0
193406,13054001,IN,320.9
193407,13054001,IN,339.3
193408,13054001,IN,302.4
193409,13054001,IN,276.1
193410,13054001,IN,213.6
193411,13054001,IN,146.7
193412,13054001,IN,96.8
193501,13054001,IN,175.4
193502,13054001,IN,146.9
193503,13054001,IN,218.0
193504,13054001,IN,246.4
193505,13054001,IN,211.9
193506,13054001,IN,340.1
193507,13054001,IN,354.6
193508,13054001,IN,285.7
193509,13054001,IN,289.5
193510,13054001,IN,168.7
193511,13054001,IN,109.4
193512,13054001,IN,116.2
193601,13054001,IN,95.7
193602,13054001,IN,121.6
193603,13054001,IN,161.0
193604,13054001,IN,182.1
193605,13054001,IN,273.0
193606,13054001,IN,338.1
193607,13054001,IN,355.4
193608,13054001,IN,354.1
193609,13054001,IN,208.9
193610,13054001,IN,221.5
193611,13054001,IN,162.0
193612,13054001,IN,124.0
193701,13054001,IN,123.5
193702,13054001,IN,146.7
193703,13054001,IN,157.7
193704,13054001,IN,270.2
193705,13054001,IN,297.4
193706,13054001,IN,303.1
193707,13054001,IN,365.7
193708,13054001,IN,340.6
193709,13054001,IN,219.9
193710,13054001,IN,139.9
193711,13054001,IN,151.8
193712,13054001,IN,121.6
193801,13054001,IN,170.2
193802,13054001,IN,172.2
193803,13054001,IN,209.7
193804,13054001,IN,215.7
193805,13054001,IN,234.0
193806,13054001,IN,337.8
193807,13054001,IN,389.4
193808,13054001,IN,317.4
193809,13054001,IN,198.2
193810,13054001,IN,196.0
193811,13054001,IN,160.8
193812,13054001,IN,119.8
193901,13054001,IN,120.5
193902,13054001,IN,162.0
193903,13054001,IN,213.9
193904,13054001,IN,216.1
193905,13054001,IN,201.6
193906,13054001,IN,293.8
193907,13054001,IN,394.1
193908,13054001,IN,285.0
193909,13054001,IN,207.0
193910,13054001,IN,182.1
193911,13054001,IN,165.7
193912,13054001,IN,107.2
194001,13054001,IN,154.2
194002,13054001,IN,139.3
194003,13054001,IN,214.2
194004,13054001,IN,223.1
194005,13054001,IN,270.2
194006,13054001,IN,271.6
194007,13054001,IN,328.3
194008,13054001,IN,336.9
194009,13054001,IN,196.9
194010,13054001,IN,146.9
194011,13054001,IN,167.0
194012,13054001,IN,148.2
194101,13054001,IN,98.7
194102,13054001,IN,121.4
194103,13054001,IN,212.0
194104,13054001,IN,231.8
194105,13054001,IN,263.3
194106,13054001,IN,273.8
194107,13054001,IN,331.0
194108,13054001,IN,290.8
194109,13054001,IN,264.4
194110,13054001,IN,193.6
194111,13054001,IN,106.8
194112,13054001,IN,195.3
194201,13054001,IN,158.6
194202,13054001,IN,132.2
194203,13054001,IN,184.6
194204,13054001,IN,206.2
194205,13054001,IN,293.0
194206,13054001,IN,331.7
194207,13054001,IN,345.9
194208,13054001,IN,302.8
194209,13054001,IN,234.0
194210,13054001,IN,214.5
194211,13054001,IN,169.7
194212,13054001,IN,136.5
194301,13054001,IN,134.6
194302,13054001,IN,200.8
194303,13054001,IN,166.7
194304,13054001,IN,263.3
194305,13054001,IN,278.5
194306,13054001,IN,343.2
194307,13054001,IN,353.7
194308,13054001,IN,353.2
194309,13054001,IN,216.1
194310,13054001,IN,161.5
194311,13054001,IN,151.5
194312,13054001,IN,125.2
194401,13054001,IN,215.4
194402,13054001,IN,141.8
194403,13054001,IN,245.6
194404,13054001,IN,230.5
194405,13054001,IN,310.9
194406,13054001,IN,309.2
194407,13054001,IN,328.4
194408,13054001,IN,295.1
194409,13054001,IN,188.0
194410,13054001,IN,134.4
194411,13054001,IN,130.7
194412,13054001,IN,151.9
194501,13054001,IN,153.0
194502,13054001,IN,184.7
194503,13054001,IN,235.8
194504,13054001,IN,249.9
194505,13054001,IN,322.2
194506,13054001,IN,362.7
194507,13054001,IN,384.4
194508,13054001,IN,312.7
194509,13054001,IN,276.1
194510,13054001,IN,215.4
194511,13054001,IN,184.2
194512,13054001,IN,146.1
194601,13054001,IN,136.2
194602,13054001,IN,215.3
194603,13054001,IN,142.5
194604,13054001,IN,211.9
194605,13054001,IN,205.6
194606,13054001,IN,268.3
194607,13054001,IN,365.2
194608,13054001,IN,379.7
194609,13054001,IN,301.1
194610,13054001,IN,221.7
194611,13054001,IN,137.0
194612,13054001,IN,117.5
194701,13054001,IN,101.0
194702,13054001,IN,123.4
194703,13054001,IN,153.8
194704,13054001,IN,301.4
194705,13054001,IN,294.0
194706,13054001,IN,353.4
194707,13054001,IN,371.8
194708,13054001,IN,301.6
194709,13054001,IN,254.0
194710,13054001,IN,138.0
194711,13054001,IN,170.0
194712,13054001,IN,133.3
194801,13054001,IN,113.9
194802,13054001,IN,171.4
194803,13054001,IN,262.8
194804,13054001,IN,220.7
194805,13054001,IN,248.4
194806,13054001,IN,341.7
194807,13054001,IN,350.4
194808,13054001,IN,336.1
194809,13054001,IN,245.7
194810,13054001,IN,185.1
194811,13054001,IN,215.5
194812,13054001,IN,167.2
194901,13054001,IN,200.1
194902,13054001,IN,212.5
194903,13054001,IN,222.6
194904,13054001,IN,279.6
194905,13054001,IN,232.4
194906,13054001,IN,302.6
194907,13054001,IN,372.4
194908,13054001,IN,319.7
194909,13054001,IN,285.3
194910,13054001,IN,219.1
194911,13054001,IN,164.2
194912,13054001,IN,151.5
195001,13054001,IN,134.1
195002,13054001,IN,151.2
195003,13054001,IN,235.3
195004,13054001,IN,241.8
195005,13054001,IN,299.9
195006,13054001,IN,350.3
195007,13054001,IN,375.1
195008,13054001,IN,291.4
195009,13054001,IN,271.2
195010,13054001,IN,213.5
195011,13054001,IN,173.6
195012,13054001,IN,105.6
195101,13054001,IN,142.6
195102,13054001,IN,153.8
195103,13054001,IN,197.9
195104,13054001,IN,270.7
195105,13054001,IN,198.1
195106,13054001,IN,336.8
195107,13054001,IN,367.8
195108,13054001,IN,330.4
195109,13054001,IN,262.1
195110,13054001,IN,143.2
195111,13054001,IN,160.6
195112,13054001,IN,169.1
195201,13054001,IN,168.3
195202,13054001,IN,225.8
195203,13054001,IN,184.8
195204,13054001,IN,234.1
195205,13054001,IN,278.9
195206,13054001,IN,354.6
195207,13054001,IN,383.3
195208,13054001,IN,338.8
195209,13054001,IN,275.5
195210,13054001,IN,212.9
195211,13054001,IN,152.0
195212,13054001,IN,112.2
195301,13054001,IN,184.2
195302,13054001,IN,176.5
195303,13054001,IN,252.1
195304,13054001,IN,239.7
195305,13054001,IN,301.0
195306,13054001,IN,222.3
195307,13054001,IN,336.6
195308,13054001,IN,318.5
195309,13054001,IN,235.4
195310,13054001,IN,160.6
195311,13054001,IN,184.9
195312,13054001,IN,104.4
195401,13054001,IN,152.9
195402,13054001,IN,111.2
195403,13054001,IN,206.2
195404,13054001,IN,209.1
195405,13054001,IN,274.5
195406,13054001,IN,302.8
195407,13054001,IN,367.2
195408,13054001,IN,327.5
195409,13054001,IN,282.8
195410,13054001,IN,226.8
195411,13054001,IN,137.5
195412,13054001,IN,181.5
195501,13054001,IN,107.9
195502,13054001,IN,141.4
195503,13054001,IN,237.7
195504,13054001,IN,311.9
195505,13054001,IN,333.0
195506,13054001,IN,317.3
195507,13054001,IN,354.6
195508,13054001,IN,314.6
195509,13054001,IN,296.2
195510,13054001,IN,225.7
195511,13054001,IN,155.1
195512,13054001,IN,139.2
195601,13054001,IN,132.9
195602,13054001,IN,141.5
195603,13054001,IN,135.9
195604,13054001,IN,230.9
195605,13054001,IN,317.4
195606,13054001,IN,335.4
195607,13054001,IN,378.9
195608,13054001,IN,332.8
195609,13054001,IN,263.9
195610,13054001,IN,242.6
195611,13054001,IN,133.5
195612,13054001,IN,141.9
195701,13054001,IN,177.5
195702,13054001,IN,141.2
195703,13054001,IN,174.1
195704,13054001,IN,198.2
195705,13054001,IN,267.8
195706,13054001,IN,276.0
195707,13054001,IN,389.6
195708,13054001,IN,318.8
195709,13054001,IN,275.4
195710,13054001,IN,221.3
195711,13054001,IN,142.1
195712,13054001,IN,145.0
195801,13054001,IN,184.4
195802,13054001,IN,170.6
195803,13054001,IN,180.5
195804,13054001,IN,223.6
195805,13054001,IN,286.8
195806,13054001,IN,295.3
195807,13054001,IN,358.3
195808,13054001,IN,352.4
195809,13054001,IN,276.1
195810,13054001,IN,231.8
195811,13054001,IN,114.6
195812,13054001,IN,129.4
195901,13054001,IN,193.9
195902,13054001,IN,199.8
195903,13054001,IN,186.6
195904,13054001,IN,241.4
195905,13054001,IN,267.9
195906,13054001,IN,329.5
195907,13054001,IN,373.4
195908,13054001,IN,292.0
195909,13054001,IN,202.8
195910,13054001,IN,211.5
195911,13054001,IN,151.3
195912,13054001,IN,142.3
196001,13054001,IN,116.8
196002,13054001,IN,158.3
196003,13054001,IN,184.9
196004,13054001,IN,224.2
196005,13054001,IN,306.5
196006,13054001,IN,347.1
196007,13054001,IN,349.7
196008,13054001,IN,357.4
196009,13054001,IN,248.9
196010,13054001,IN,178.9
196011,13054001,IN,143.1
196012,13054001,IN,129.2
196101,13054001,IN,118.3
196102,13054001,IN,226.2
196103,13054001,IN,310.8
196104,13054001,IN,233.9
196105,13054001,IN,291.0
196106,13054001,IN,334.5
196107,13054001,IN,364.8
196108,13054001,IN,342.5
196109,13054001,IN,276.8
196110,13054001,IN,197.2
196111,13054001,IN,134.5
196112,13054001,IN,124.9
196201,13054001,IN,155.9
196202,13054001,IN,168.8
196203,13054001,IN,188.9
196204,13054001,IN,244.9
196205,13054001,IN,299.7
196206,13054001,IN,291.2
196207,13054001,IN,366.4
196208,13054001,IN,337.7
196209,13054001,IN,251.2
196210,13054001,IN,203.3
196211,13054001,IN,120.3
196212,13054001,IN,157.0
196301,13054001,IN,122.3
196302,13054001,IN,116.3
196303,13054001,IN,210.8
196304,13054001,IN,226.7
196305,13054001,IN,307.3
196306,13054001,IN,295.2
196307,13054001,IN,338.0
196308,13054001,IN,295.7
196309,13054001,IN,185.8
196310,13054001,IN,217.3
196311,13054001,IN,120.5
196312,13054001,IN,98.3
196401,13054001,IN,173.7
196402,13054001,IN,123.0
196403,13054001,IN,151.9
196404,13054001,IN,249.9
196405,13054001,IN,290.4
196406,13054001,IN,299.6
196407,13054001,IN,343.4
196408,13054001,IN,333.6
196409,13054001,IN,244.8
196410,13054001,IN,205.2
196411,13054001,IN,139.0
196412,13054001,IN,118.8
196501,13054001,IN,146.0
196502,13054001,IN,184.0
196503,13054001,IN,200.9
196504,13054001,IN,266.5
196505,13054001,IN,310.0
196506,13054001,IN,323.7
196507,13054001,IN,375.7
196508,13054001,IN,320.0
196509,13054001,IN,221.6
196510,13054001,IN,198.9
196511,13054001,IN,145.6
196512,13054001,IN,143.8
196601,13054001,IN,120.0
196602,13054001,IN,125.3
196603,13054001,IN,276.2
196604,13054001,IN,244.3
196605,13054001,IN,265.1
196606,13054001,IN,341.4
196607,13054001,IN,353.2
196608,13054001,IN,298.0
196609,13054001,IN,232.6
196610,13054001,IN,186.7
196611,13054001,IN,142.8
196612,13054001,IN,170.0
196701,13054001,IN,133.7
196702,13054001,IN,125.1
196703,13054001,IN,249.6
196704,13054001,IN,292.8
196705,13054001,IN,300.3
196706,13054001,IN,299.4
196707,13054001,IN,342.4
196708,13054001,IN,303.9
196709,13054001,IN,257.6
196710,13054001,IN,228.5
196711,13054001,IN,149.4
196712,13054001,IN,153.5
196801,13054001,IN,212.6
196802,13054001,IN,106.2
196803,13054001,IN,213.7
196804,13054001,IN,245.0
196805,13054001,IN,227.9
196806,13054001,IN,281.4
196807,13054001,IN,362.1
196808,13054001,IN,275.1
196809,13054001,IN,246.6
196810,13054001,IN,211.7
196811,13054001,IN,136.2
196812,13054001,IN,124.4
196901,13054001,IN,161.5
196902,13054001,IN,145.4
196903,13054001,IN,152.1
196904,13054001,IN,210.0
196905,13054001,IN,250.2
196906,13054001,IN,257.9
196907,13054001,IN,330.7
196908,13054001,IN,296.1
196909,13054001,IN,237.1
196910,13054001,IN,223.7
196911,13054001,IN,167.3
196912,13054001,IN,155.1
197001,13054001,IN,121.8
197002,13054001,IN,185.2
197003,13054001,IN,180.6
197004,13054001,IN,282.8
197005,13054001,IN,289.3
197006,13054001,IN,260.1
197007,13054001,IN,378.3
197008,13054001,IN,301.1
197009,13054001,IN,264.0
197010,13054001,IN,222.9
197011,13054001,IN,174.1
197012,13054001,IN,165.5
197101,13054001,IN,143.7
197102,13054001,IN,206.0
197103,13054001,IN,180.8
197104,13054001,IN,185.9
197105,13054001,IN,224.5
197106,13054001,IN,297.4
197107,13054001,IN,340.3
197108,13054001,IN,323.0
197109,13054001,IN,226.2
197110,13054001,IN,208.1
197111,13054001,IN,155.3
197112,13054001,IN,154.3
197201,13054001,IN,101.2
197202,13054001,IN,95.0
197203,13054001,IN,185.3
197204,13054001,IN,202.5
197205,13054001,IN,263.8
197206,13054001,IN,249.4
197207,13054001,IN,334.8
197208,13054001,IN,309.2
197209,13054001,IN,189.3
197210,13054001,IN,190.4
197211,13054001,IN,173.5
197212,13054001,IN,146.9
197301,13054001,IN,179.6
197302,13054001,IN,188.7
197303,13054001,IN,247.5
197304,13054001,IN,266.9
197305,13054001,IN,258.5
197306,13054001,IN,325.2
197307,13054001,IN,349.2
197308,13054001,IN,301.0
197309,13054001,IN,257.3
197310,13054001,IN,250.3
197311,13054001,IN,185.2
197312,13054001,IN,162.9
197401,13054001,IN,128.7
197402,13054001,IN,126.8
197403,13054001,IN,176.8
197404,13054001,IN,215.0
197405,13054001,IN,276.8
197406,13054001,IN,318.7
197407,13054001,IN,361.7
197408,13054001,IN,334.5
197409,13054001,IN,260.5
197410,13054001,IN,248.8
197411,13054001,IN,152.3
197412,13054001,IN,193.4
197501,13054001,IN,141.3
197502,13054001,IN,181.8
197503,13054001,IN,174.5
197504,13054001,IN,295.5
197505,13054001,IN,273.1
197506,13054001,IN,295.6
197507,13054001,IN,377.7
197508,13054001,IN,251.2
197509,13054001,IN,216.6
197510,13054001,IN,222.5
197511,13054001,IN,105.3
197512,13054001,IN,153.8
197601,13054001,IN,191.0
197602,13054001,IN,151.9
197603,13054001,IN,174.8
197604,13054001,IN,165.1
197605,13054001,IN,314.3
197606,13054001,IN,259.6
197607,13054001,IN,307.2
197608,13054001,IN,285.6
197609,13054001,IN,234.4
197610,13054001,IN,165.3
197611,13054001,IN,183.1
197612,13054001,IN,127.6
197701,13054001,IN,108.3
197702,13054001,IN,166.7
197703,13054001,IN,186.1
197704,13054001,IN,257.2
197705,13054001,IN,252.5
197706,13054001,IN,297.7
197707,13054001,IN,316.9
197708,13054001,IN,271.8
197709,13054001,IN,199.7
197710,13054001,IN,174.5
197711,13054001,IN,199.6
197712,13054001,IN,152.7
197801,13054001,IN,142.0
197802,13054001,IN,118.2
197803,13054001,IN,206.4
197804,13054001,IN,156.4
197805,13054001,IN,248.1
197806,13054001,IN,301.2
197807,13054001,IN,353.7
197808,13054001,IN,303.8
197809,13054001,IN,255.0
197810,13054001,IN,231.3
197811,13054001,IN,199.1
197812,13054001,IN,112.2
197901,13054001,IN,134.5
197902,13054001,IN,96.2
197903,13054001,IN,205.3
197904,13054001,IN,222.8
197905,13054001,IN,347.2
197906,13054001,IN,324.0
197907,13054001,IN,315.8
197908,13054001,IN,323.4
197909,13054001,IN,217.7
197910,13054001,IN,149.3
197911,13054001,IN,185.2
197912,13054001,IN,160.4
198001,13054001,IN,115.3
198002,13054001,IN,185.0
198003,13054001,IN,188.8
198004,13054001,IN,242.4
198005,13054001,IN,202.3
198006,13054001,IN,301.8
198007,13054001,IN,312.8
198008,13054001,IN,300.9
198009,13054001,IN,235.9
198010,13054001,IN,216.0
198011,13054001,IN,135.3
198012,13054001,IN,182.9
198101,13054001,IN,210.6
198102,13054001,IN,146.4
198103,13054001,IN,137.9
198104,13054001,IN,193.2
198105,13054001,IN,275.1
198106,13054001,IN,299.4
198107,13054001,IN,336.7
198108,13054001,IN,310.4
198109,13054001,IN,222.6
198110,13054001,IN,214.8
198111,13054001,IN,158.2
198112,13054001,IN,134.2
198201,13054001,IN,148.0
198202,13054001,IN,148.1
198203,13054001,IN,237.5
198204,13054001,IN,210.2
198205,13054001,IN,292.3
198206,13054001,IN,260.4
198207,13054001,IN,308.7
198208,13054001,IN,310.0
198209,13054001,IN,251.8
198210,13054001,IN,203.1
198211,13054001,IN,135.1
198212,13054001,IN,154.4
198301,13054001,IN,195.3
198302,13054001,IN,163.9
198303,13054001,IN,191.4
198304,13054001,IN,197.9
198305,13054001,IN,257.1
198306,13054001,IN,269.9
198307,13054001,IN,329.2
198308,13054001,IN,263.6
198309,13054001,IN,261.6
198310,13054001,IN,232.2
198311,13054001,IN,150.6
198312,13054001,IN,171.7
198401,13054001,IN,167.3
198402,13054001,IN,168.6
198403,13054001,IN,208.2
198404,13054001,IN,265.4
198405,13054001,IN,210.1
198406,13054001,IN,272.4
198407,13054001,IN,353.8
198408,13054001,IN,285.7
198409,13054001,IN,238.9
198410,13054001,IN,218.2
198411,13054001,IN,141.6
198412,13054001,IN,180.8
198501,13054001,IN,133.9
198502,13054001,IN,112.3
198503,13054001,IN,192.7
198504,13054001,IN,261.1
198505,13054001,IN,209.6
198506,13054001,IN,317.0
198507,13054001,IN,329.6
198508,13054001,IN,350.7
198509,13054001,IN,277.8
198510,13054001,IN,200.2
198511,13054001,IN,133.2
198512,13054001,IN,123.7
198601,13054001,IN,167.3
198602,13054001,IN,106.3
198603,13054001,IN,193.1
198604,13054001,IN,151.4
198605,13054001,IN,287.1
198606,13054001,IN,262.7
198607,13054001,IN,320.3
198608,13054001,IN,328.1
198609,13054001,IN,233.8
198610,13054001,IN,207.2
198611,13054001,IN,173.5
198612,13054001,IN,185.5
198701,13054001,IN,156.4
198702,13054001,IN,97.8
198703,13054001,IN,162.6
198704,13054001,IN,228.5
198705,13054001,IN,270.4
198706,13054001,IN,332.8
198707,13054001,IN,315.5
198708,13054001,IN,305.1
198709,13054001,IN,242.2
198710,13054001,IN,156.2
198711,13054001,IN,160.5
198712,13054001,IN,126.7
198801,13054001,IN,119.6
198802,13054001,IN,212.8
198803,13054001,IN,241.9
198804,13054001,IN,171.0
198805,13054001,IN,220.1
198806,13054001,IN,251.6
198807,13054001,IN,358.9
198808,13054001,IN,321.8
198809,13054001,IN,258.5
198810,13054001,IN,166.6
198811,13054001,IN,172.4
198812,13054001,IN,182.1
198901,13054001,IN,177.4
198902,13054001,IN,179.7
198903,13054001,IN,240.5
198904,13054001,IN,181.9
198905,13054001,IN,297.7
198906,13054001,IN,340.4
198907,13054001,IN,307.1
198908,13054001,IN,321.3
198909,13054001,IN,216.0
198910,13054001,IN,231.6
198911,13054001,IN,163.7
198912,13054001,IN,154.9
199001,13054001,IN,183.1
199002,13054001,IN,196.0
199003,13054001,IN,200.7
199004,13054001,IN,230.5
199005,13054001,IN,281.2
199006,13054001,IN,304.2
199007,13054001,IN,318.6
199008,13054001,IN,298.1
199009,13054001,IN,250.0
199010,13054001,IN,166.6
199011,13054001,IN,173.6
199012,13054001,IN,155.4
199101,13054001,IN,169.2
199102,13054001,IN,135.6
199103,13054001,IN,168.8
199104,13054001,IN,236.8
199105,13054001,IN,233.8
199106,13054001,IN,278.1
199107,13054001,IN,359.1
199108,13054001,IN,324.8
199109,13054001,IN,222.1
199110,13054001,IN,193.8
199111,13054001,IN,166.8
199112,13054001,IN,217.1
199201,13054001,IN,150.9
199202,13054001,IN,178.2
199203,13054001,IN,177.7
199204,13054001,IN,209.1
199205,13054001,IN,225.2
199206,13054001,IN,231.9
199207,13054001,IN,317.8
199208,13054001,IN,317.6
199209,13054001,IN,263.0
199210,13054001,IN,134.9
199211,13054001,IN,146.6
199212,13054001,IN,136.5
199301,13054001,IN,138.9
199302,13054001,IN,181.4
199303,13054001,IN,169.5
199304,13054001,IN,183.7
199305,13054001,IN,264.8
199306,13054001,IN,322.9
199307,13054001,IN,320.7
199308,13054001,IN,327.1
199309,13054001,IN,224.6
199310,13054001,IN,113.3
199311,13054001,IN,113.6
199312,13054001,IN,181.3
199401,13054001,IN,171.1
199402,13054001,IN,143.1
199403,13054001,IN,229.4
199404,13054001,IN,236.6
199405,13054001,IN,250.7
199406,13054001,IN,281.7
199407,13054001,IN,341.7
199408,13054001,IN,337.0
199409,13054001,IN,203.9
199410,13054001,IN,181.0
199411,13054001,IN,148.2
199412,13054001,IN,114.4
199501,13054001,IN,191.4
199502,13054001,IN,177.9
199503,13054001,IN,259.9
199504,13054001,IN,198.4
199505,13054001,IN,253.1
199506,13054001,IN,307.6
199507,13054001,IN,344.3
199508,13054001,IN,263.2
199509,13054001,IN,248.1
199510,13054001,IN,216.2
199511,13054001,IN,161.5
199512,13054001,IN,110.3
199601,13054001,IN,98.7
199602,13054001,IN,168.4
199603,13054001,IN,150.2
199604,13054001,IN,173.1
199605,13054001,IN,284.0
199606,13054001,IN,298.3
199607,13054001,IN,305.8
199608,13054001,IN,325.9
199609,13054001,IN,242.7
199610,13054001,IN,172.6
199611,13054001,IN,138.5
199612,13054001,IN,79.9
199701,13054001,IN,133.4
199702,13054001,IN,179.6
199703,13054001,IN,282.8
199704,13054001,IN,263.9
199705,13054001,IN,280.9
199706,13054001,IN,251.8
199707,13054001,IN,345.4
199708,13054001,IN,267.4
199709,13054001,IN,267.0
199710,13054001,IN,193.4
199711,13054001,IN,140.2
199712,13054001,IN,154.6
199801,13054001,IN,169.8
199802,13054001,IN,193.6
199803,13054001,IN,257.3
199804,13054001,IN,218.7
199805,13054001,IN,276.6
199806,13054001,IN,309.9
199807,13054001,IN,332.6
199808,13054001,IN,297.4
199809,13054001,IN,227.6
199810,13054001,IN,208.6
199811,13054001,IN,175.1
199812,13054001,IN,137.9
199901,13054001,IN,208.4
199902,13054001,IN,215.8
199903,13054001,IN,253.1
199904,13054001,IN,201.4
199905,13054001,IN,222.6
199906,13054001,IN,306.1
199907,13054001,IN,326.2
199908,13054001,IN,299.0
199909,13054001,IN,236.5
199910,13054001,IN,154.0
199911,13054001,IN,177.7
199912,13054001,IN,149.2
200001,13054001,IN,186.5
200002,13054001,IN,205.5
200003,13054001,IN,224.6
200004,13054001,IN,201.2
200005,13054001,IN,298.6
